date	plant	production (tons)	 stored (tons)	delivered (tons)
07/10/2024 11:00	Barcelona	3,1577175	35,13252195	
08/10/2024 11:00	Barcelona	2,887056	37,96183683	
09/10/2024 11:00	Barcelona	2,9171295	40,82062374	
10/10/2024 11:00	Barcelona	3,00735	43,76782674	
11/10/2024 11:00	Barcelona	2,9171295	46,62661365	
12/10/2024 11:00	Barcelona	3,187791	5,75064883	44
13/10/2024 11:00	Barcelona	3,0975705	8,78626792	
14/10/2024 11:00	Barcelona	2,8569825	11,58611077	
15/10/2024 11:00	Barcelona	2,8569825	14,38595362	
16/10/2024 11:00	Barcelona	2,826909	17,15632444	
17/10/2024 11:00	Barcelona	3,187791	20,28035962	
18/10/2024 11:00	Barcelona	2,9772765	23,19809059	
19/10/2024 11:00	Barcelona	3,0374235	26,17476562	
20/10/2024 11:00	Barcelona	2,9171295	29,03355253	
21/10/2024 11:00	Barcelona	3,0975705	32,06917162	
22/10/2024 11:00	Barcelona	2,9171295	34,92795853	
23/10/2024 11:00	Barcelona	3,127644	37,99304965	
24/10/2024 11:00	Barcelona	3,187791	41,11708483	
25/10/2024 11:00	Barcelona	3,0374235	44,09375986	
26/10/2024 11:00	Barcelona	2,9772765	47,01149083	
27/10/2024 11:00	Barcelona	3,00735	5,95869383	44
28/10/2024 11:00	Barcelona	3,0975705	8,99431292	
29/10/2024 11:00	Barcelona	3,127644	12,05940404	
30/10/2024 11:00	Barcelona	2,887056	14,88871892	
31/10/2024 11:00	Barcelona	3,1577175	17,98328207	
01/11/2024 11:00	Barcelona	3,0374235	20,9599571	
02/11/2024 11:00	Barcelona	2,9772765	23,87768807	
03/11/2024 11:00	Barcelona	3,187791	27,00172325	
04/11/2024 11:00	Barcelona	2,826909	29,77209407	
05/11/2024 11:00	Barcelona	3,1577175	32,86665722	
06/11/2024 11:00	Barcelona	2,887056	35,6959721	
07/11/2024 11:00	Barcelona	2,8569825	38,49581495	
08/11/2024 11:00	Barcelona	3,127644	41,56090607	
09/11/2024 11:00	Barcelona	2,9772765	44,47863704	
10/11/2024 11:00	Barcelona	2,826909	47,24900786	
11/11/2024 11:00	Barcelona	2,9171295	6,10779477	44
12/11/2024 11:00	Barcelona	3,0975705	9,14341386	
13/11/2024 11:00	Barcelona	2,9171295	12,00220077	
14/11/2024 11:00	Barcelona	2,826909	14,77257159	
15/11/2024 11:00	Barcelona	3,0374235	17,74924662	
16/11/2024 11:00	Barcelona	2,8569825	20,54908947	
17/11/2024 11:00	Barcelona	2,947203	23,43734841	
18/11/2024 11:00	Barcelona	3,0374235	26,41402344	
19/11/2024 11:00	Barcelona	2,887056	29,24333832	
20/11/2024 11:00	Barcelona	2,887056	32,0726532	
21/11/2024 11:00	Barcelona	3,187791	35,19668838	
22/11/2024 11:00	Barcelona	3,067497	38,20283544	
23/11/2024 11:00	Barcelona	3,127644	41,26792656	
24/11/2024 11:00	Barcelona	3,0374235	44,24460159	
25/11/2024 11:00	Barcelona	3,127644	47,30969271	
26/11/2024 11:00	Barcelona	2,826909	6,08006353	44
27/11/2024 11:00	Barcelona	2,9171295	8,93885044	
28/11/2024 11:00	Barcelona	3,187791	12,06288562	
29/11/2024 11:00	Barcelona	2,887056	14,8922005	
30/11/2024 11:00	Barcelona	2,9171295	17,75098741	
01/12/2024 11:00	Barcelona	2,887056	20,58030229	
02/12/2024 11:00	Barcelona	3,1577175	23,67486544	
03/12/2024 11:00	Barcelona	2,826909	26,44523626	
04/12/2024 11:00	Barcelona	2,9171295	29,30402317	
05/12/2024 11:00	Barcelona	3,0975705	32,33964226	
06/12/2024 11:00	Barcelona	2,9171295	35,19842917	
07/12/2024 11:00	Barcelona	2,9171295	38,05721608	
08/12/2024 11:00	Barcelona	2,9772765	40,97494705	
09/12/2024 11:00	Barcelona	2,826909	43,74531787	
10/12/2024 11:00	Barcelona	3,0975705	46,78093696	
11/12/2024 11:00	Barcelona	2,887056	5,61025184	44
12/12/2024 11:00	Barcelona	2,887056	8,43956672	
13/12/2024 11:00	Barcelona	3,067497	11,44571378	
14/12/2024 11:00	Barcelona	3,1577175	14,54027693	
15/12/2024 11:00	Barcelona	2,826909	17,31064775	
16/12/2024 11:00	Barcelona	3,0374235	20,28732278	
17/12/2024 11:00	Barcelona	2,9171295	23,14610969	
18/12/2024 11:00	Barcelona	3,00735	26,09331269	
19/12/2024 11:00	Barcelona	3,187791	29,21734787	
20/12/2024 11:00	Barcelona	3,0374235	32,1940229	
21/12/2024 11:00	Barcelona	2,9772765	35,11175387	
22/12/2024 11:00	Barcelona	3,187791	38,23578905	
23/12/2024 11:00	Barcelona	3,0975705	41,27140814	
24/12/2024 11:00	Barcelona	3,187791	44,39544332	
25/12/2024 11:00	Barcelona	3,1577175	47,49000647	
26/12/2024 11:00	Barcelona	3,187791	6,61404165	44
27/12/2024 11:00	Barcelona	3,1577175	9,7086048	
28/12/2024 11:00	Barcelona	3,127644	12,77369592	
29/12/2024 11:00	Barcelona	3,127644	15,83878704	
30/12/2024 11:00	Barcelona	3,127644	18,90387816	
31/12/2024 11:00	Barcelona	2,9171295	21,76266507	
01/01/2025 11:00	Barcelona	3,00735	24,70986807	
02/01/2025 11:00	Barcelona	3,0975705	27,74548716	
03/01/2025 11:00	Barcelona	2,8569825	30,54533001	
04/01/2025 11:00	Barcelona	2,887056	33,37464489	
05/01/2025 11:00	Barcelona	3,067497	36,38079195	
06/01/2025 11:00	Barcelona	3,0975705	39,41641104	
07/01/2025 11:00	Barcelona	3,0975705	42,45203013	
08/01/2025 11:00	Barcelona	2,887056	45,28134501	
09/01/2025 11:00	Barcelona	2,887056	48,11065989	
10/01/2025 11:00	Barcelona	2,9772765	7,02839086	44
11/01/2025 11:00	Barcelona	2,947203	9,9166498	
12/01/2025 11:00	Barcelona	3,0975705	12,95226889	
13/01/2025 11:00	Barcelona	3,0374235	15,92894392	
14/01/2025 11:00	Barcelona	2,947203	18,81720286	
15/01/2025 11:00	Barcelona	3,127644	21,88229398	
16/01/2025 11:00	Barcelona	3,0374235	24,85896901	
17/01/2025 11:00	Barcelona	3,0975705	27,8945881	
18/01/2025 11:00	Barcelona	3,127644	30,95967922	
19/01/2025 11:00	Barcelona	3,0374235	33,93635425	
20/01/2025 11:00	Barcelona	3,00735	36,88355725	
21/01/2025 11:00	Barcelona	2,887056	39,71287213	
22/01/2025 11:00	Barcelona	2,9772765	42,6306031	
23/01/2025 11:00	Barcelona	2,9171295	45,48939001	
24/01/2025 11:00	Barcelona	2,8569825	48,28923286	
25/01/2025 11:00	Barcelona	2,826909	7,05960368	44
26/01/2025 11:00	Barcelona	3,1577175	10,15416683	
27/01/2025 11:00	Barcelona	3,1577175	13,24872998	
28/01/2025 11:00	Barcelona	3,00735	16,19593298	
29/01/2025 11:00	Barcelona	3,0975705	19,23155207	
30/01/2025 11:00	Barcelona	2,887056	22,06086695	
31/01/2025 11:00	Barcelona	2,8569825	24,8607098	
01/02/2025 11:00	Barcelona	3,127644	27,92580092	
02/02/2025 11:00	Barcelona	3,00735	30,87300392	
03/02/2025 11:00	Barcelona	3,0374235	33,84967895	
04/02/2025 11:00	Barcelona	3,127644	36,91477007	
05/02/2025 11:00	Barcelona	2,8569825	39,71461292	
06/02/2025 11:00	Barcelona	3,0975705	42,75023201	
07/02/2025 11:00	Barcelona	3,067497	45,75637907	
08/02/2025 11:00	Barcelona	3,0975705	48,79199816	
09/02/2025 11:00	Barcelona	3,1577175	7,88656131	44
10/02/2025 11:00	Barcelona	3,187791	11,01059649	
11/02/2025 11:00	Barcelona	2,947203	13,89885543	
12/02/2025 11:00	Barcelona	3,127644	16,96394655	
13/02/2025 11:00	Barcelona	3,1577175	20,0585097	
14/02/2025 11:00	Barcelona	3,1577175	23,15307285	
15/02/2025 11:00	Barcelona	2,826909	25,92344367	
16/02/2025 11:00	Barcelona	3,00735	28,87064667	
17/02/2025 11:00	Barcelona	3,0975705	31,90626576	
18/02/2025 11:00	Barcelona	3,067497	34,91241282	
19/02/2025 11:00	Barcelona	2,9772765	37,83014379	
20/02/2025 11:00	Barcelona	2,947203	40,71840273	
21/02/2025 11:00	Barcelona	3,1577175	43,81296588	
22/02/2025 11:00	Barcelona	3,1577175	46,90752903	
23/02/2025 11:00	Barcelona	3,1577175	50,00209218	
24/02/2025 11:00	Barcelona	2,9171295	8,86087909	44
25/02/2025 11:00	Barcelona	3,127644	11,92597021	
26/02/2025 11:00	Barcelona	2,887056	14,75528509	
27/02/2025 11:00	Barcelona	3,127644	17,82037621	
28/02/2025 11:00	Barcelona	2,947203	20,70863515	
01/03/2025 11:00	Barcelona	3,0975705	23,74425424	
02/03/2025 11:00	Barcelona	2,9171295	26,60304115	
03/03/2025 11:00	Barcelona	2,8569825	29,402884	
04/03/2025 11:00	Barcelona	3,00735	32,350087	
05/03/2025 11:00	Barcelona	3,187791	35,47412218	
06/03/2025 11:00	Barcelona	3,00735	38,42132518	
07/03/2025 11:00	Barcelona	3,067497	41,42747224	
08/03/2025 11:00	Barcelona	3,067497	44,4336193	
09/03/2025 11:00	Barcelona	3,0374235	47,41029433	
10/03/2025 11:00	Barcelona	2,8569825	50,21013718	
11/03/2025 11:00	Barcelona	2,826909	8,980508	44
12/03/2025 11:00	Barcelona	2,9772765	11,89823897	
13/03/2025 11:00	Barcelona	2,9171295	14,75702588	
14/03/2025 11:00	Barcelona	2,887056	17,58634076	
15/03/2025 11:00	Barcelona	3,0374235	20,56301579	
16/03/2025 11:00	Barcelona	2,9171295	23,4218027	
17/03/2025 11:00	Barcelona	2,9171295	26,28058961	
18/03/2025 11:00	Barcelona	2,887056	29,10990449	
19/03/2025 11:00	Barcelona	3,187791	32,23393967	
20/03/2025 11:00	Barcelona	3,00735	35,18114267	
21/03/2025 11:00	Barcelona	3,0374235	38,1578177	
22/03/2025 11:00	Barcelona	3,067497	41,16396476	
23/03/2025 11:00	Barcelona	2,826909	43,93433558	
24/03/2025 11:00	Barcelona	2,9772765	46,85206655	
25/03/2025 11:00	Barcelona	3,127644	49,91715767	
26/03/2025 11:00	Barcelona	3,00735	8,86436067	44
27/03/2025 11:00	Barcelona	3,1577175	11,95892382	
28/03/2025 11:00	Barcelona	2,947203	14,84718276	
29/03/2025 11:00	Barcelona	2,826909	17,61755358	
30/03/2025 11:00	Barcelona	3,1577175	20,71211673	
31/03/2025 11:00	Barcelona	2,947203	23,60037567	
01/04/2025 11:00	Barcelona	3,0975705	26,63599476	
02/04/2025 11:00	Barcelona	3,127644	29,70108588	
03/04/2025 11:00	Barcelona	3,127644	32,766177	
04/04/2025 11:00	Barcelona	2,9772765	35,68390797	
05/04/2025 11:00	Barcelona	3,067497	38,69005503	
06/04/2025 11:00	Barcelona	2,9772765	41,607786	
07/04/2025 11:00	Barcelona	2,9772765	44,52551697	
08/04/2025 11:00	Barcelona	3,0975705	47,56113606	
09/04/2025 11:00	Barcelona	3,127644	50,62622718	
10/04/2025 11:00	Barcelona	2,826909	9,396598	44
11/04/2025 11:00	Barcelona	3,187791	12,52063318	
12/04/2025 11:00	Barcelona	2,826909	15,291004	
13/04/2025 11:00	Barcelona	2,8569825	18,09084685	
14/04/2025 11:00	Barcelona	2,9772765	21,00857782	
15/04/2025 11:00	Barcelona	3,0374235	23,98525285	
16/04/2025 11:00	Barcelona	2,826909	26,75562367	
17/04/2025 11:00	Barcelona	3,187791	29,87965885	
18/04/2025 11:00	Barcelona	3,187791	33,00369403	
19/04/2025 11:00	Barcelona	2,8569825	35,80353688	
20/04/2025 11:00	Barcelona	3,187791	38,92757206	
21/04/2025 11:00	Barcelona	3,0975705	41,96319115	
22/04/2025 11:00	Barcelona	3,127644	45,02828227	
23/04/2025 11:00	Barcelona	2,887056	47,85759715	
24/04/2025 11:00	Barcelona	3,1577175	50,9521603	
25/04/2025 11:00	Barcelona	3,00735	9,8993633	44
26/04/2025 11:00	Barcelona	3,0975705	12,93498239	
27/04/2025 11:00	Barcelona	3,127644	16,00007351	
28/04/2025 11:00	Barcelona	2,8569825	18,79991636	
29/04/2025 11:00	Barcelona	2,9772765	21,71764733	
30/04/2025 11:00	Barcelona	2,9772765	24,6353783	
01/05/2025 11:00	Barcelona	2,8569825	27,43522115	
02/05/2025 11:00	Barcelona	2,8569825	30,235064	
03/05/2025 11:00	Barcelona	3,0975705	33,27068309	
04/05/2025 11:00	Barcelona	2,826909	36,04105391	
05/05/2025 11:00	Barcelona	2,947203	38,92931285	
06/05/2025 11:00	Barcelona	3,127644	41,99440397	
07/05/2025 11:00	Barcelona	3,187791	45,11843915	
08/05/2025 11:00	Barcelona	2,826909	47,88880997	
09/05/2025 11:00	Barcelona	3,187791	51,01284515	
10/05/2025 11:00	Barcelona	2,9772765	9,93057612	44
11/05/2025 11:00	Barcelona	3,067497	12,93672318	
12/05/2025 11:00	Barcelona	3,00735	15,88392618	
13/05/2025 11:00	Barcelona	3,00735	18,83112918	
14/05/2025 11:00	Barcelona	2,947203	21,71938812	
15/05/2025 11:00	Barcelona	2,8569825	24,51923097	
16/05/2025 11:00	Barcelona	3,1577175	27,61379412	
17/05/2025 11:00	Barcelona	3,127644	30,67888524	
18/05/2025 11:00	Barcelona	2,9772765	33,59661621	
19/05/2025 11:00	Barcelona	3,127644	36,66170733	
20/05/2025 11:00	Barcelona	2,947203	39,54996627	
21/05/2025 11:00	Barcelona	2,9772765	42,46769724	
22/05/2025 11:00	Barcelona	3,0374235	45,44437227	
23/05/2025 11:00	Barcelona	2,9171295	48,30315918	
24/05/2025 11:00	Barcelona	3,187791	51,42719436	
25/05/2025 11:00	Barcelona	3,067497	10,43334142	44
26/05/2025 11:00	Barcelona	3,0374235	13,41001645	
27/05/2025 11:00	Barcelona	2,826909	16,18038727	
28/05/2025 11:00	Barcelona	3,0975705	19,21600636	
29/05/2025 11:00	Barcelona	2,9171295	22,07479327	
30/05/2025 11:00	Barcelona	2,826909	24,84516409	
31/05/2025 11:00	Barcelona	3,0975705	27,88078318	
01/06/2025 11:00	Barcelona	3,0374235	30,85745821	
02/06/2025 11:00	Barcelona	3,00735	33,80466121	
03/06/2025 11:00	Barcelona	2,8569825	36,60450406	
04/06/2025 11:00	Barcelona	3,127644	39,66959518	
05/06/2025 11:00	Barcelona	3,1577175	42,76415833	
06/06/2025 11:00	Barcelona	2,8569825	45,56400118	
07/06/2025 11:00	Barcelona	3,0975705	48,59962027	
08/06/2025 11:00	Barcelona	3,127644	51,66471139	
09/06/2025 11:00	Barcelona	3,1577175	10,75927454	44
10/06/2025 11:00	Barcelona	2,947203	13,64753348	
11/06/2025 11:00	Barcelona	2,9171295	16,50632039	
12/06/2025 11:00	Barcelona	2,887056	19,33563527	
13/06/2025 11:00	Barcelona	3,00735	22,28283827	
14/06/2025 11:00	Barcelona	3,0374235	25,2595133	
15/06/2025 11:00	Barcelona	3,1577175	28,35407645	
16/06/2025 11:00	Barcelona	3,0975705	31,38969554	
17/06/2025 11:00	Barcelona	2,8569825	34,18953839	
18/06/2025 11:00	Barcelona	3,067497	37,19568545	
19/06/2025 11:00	Barcelona	2,826909	39,96605627	
20/06/2025 11:00	Barcelona	3,00735	42,91325927	
21/06/2025 11:00	Barcelona	2,887056	45,74257415	
22/06/2025 11:00	Barcelona	3,00735	48,68977715	
23/06/2025 11:00	Barcelona	2,9171295	51,54856406	
24/06/2025 11:00	Barcelona	3,0975705	10,58418315	44
25/06/2025 11:00	Barcelona	3,067497	13,59033021	
26/06/2025 11:00	Barcelona	2,8569825	16,39017306	
27/06/2025 11:00	Barcelona	2,9171295	19,24895997	
28/06/2025 11:00	Barcelona	3,00735	22,19616297	
29/06/2025 11:00	Barcelona	2,947203	25,08442191	
30/06/2025 11:00	Barcelona	3,0975705	28,120041	
01/07/2025 11:00	Barcelona	2,9171295	30,97882791	
02/07/2025 11:00	Barcelona	2,9772765	33,89655888	
03/07/2025 11:00	Barcelona	2,826909	36,6669297	
04/07/2025 11:00	Barcelona	3,0374235	39,64360473	
05/07/2025 11:00	Barcelona	3,0374235	42,62027976	
06/07/2025 11:00	Barcelona	3,0374235	45,59695479	
07/07/2025 11:00	Barcelona	3,187791	48,72098997	
08/07/2025 11:00	Barcelona	2,887056	51,55030485	
09/07/2025 11:00	Barcelona	2,9772765	10,46803582	44
10/07/2025 11:00	Barcelona	3,127644	13,53312694	
11/07/2025 11:00	Barcelona	3,00735	16,48032994	
12/07/2025 11:00	Barcelona	3,127644	19,54542106	
13/07/2025 11:00	Barcelona	2,826909	22,31579188	
14/07/2025 11:00	Barcelona	2,9772765	25,23352285	
15/07/2025 11:00	Barcelona	2,826909	28,00389367	
16/07/2025 11:00	Barcelona	3,187791	31,12792885	
17/07/2025 11:00	Barcelona	2,8569825	33,9277717	
18/07/2025 11:00	Barcelona	3,187791	37,05180688	
19/07/2025 11:00	Barcelona	3,187791	40,17584206	
20/07/2025 11:00	Barcelona	3,187791	43,29987724	
21/07/2025 11:00	Barcelona	3,127644	46,36496836	
22/07/2025 11:00	Barcelona	2,826909	49,13533918	
23/07/2025 11:00	Barcelona	2,9171295	51,99412609	
24/07/2025 11:00	Barcelona	3,1577175	11,08868924	44
25/07/2025 11:00	Barcelona	2,8569825	13,88853209	
26/07/2025 11:00	Barcelona	3,0975705	16,92415118	
27/07/2025 11:00	Barcelona	2,9171295	19,78293809	
28/07/2025 11:00	Barcelona	2,887056	22,61225297	
29/07/2025 11:00	Barcelona	3,0975705	25,64787206	
30/07/2025 11:00	Barcelona	2,887056	28,47718694	
31/07/2025 11:00	Barcelona	2,9772765	31,39491791	
01/08/2025 11:00	Barcelona	3,0374235	34,37159294	
02/08/2025 11:00	Barcelona	2,887056	37,20090782	
03/08/2025 11:00	Barcelona	2,887056	40,0302227	
04/08/2025 11:00	Barcelona	2,9171295	42,88900961	
05/08/2025 11:00	Barcelona	3,1577175	45,98357276	
06/08/2025 11:00	Barcelona	3,00735	48,93077576	
07/08/2025 11:00	Barcelona	3,067497	51,93692282	
08/08/2025 11:00	Barcelona	3,00735	10,88412582	44
09/08/2025 11:00	Barcelona	3,00735	13,83132882	
10/08/2025 11:00	Barcelona	3,0975705	16,86694791	
11/08/2025 11:00	Barcelona	3,0374235	19,84362294	
12/08/2025 11:00	Barcelona	3,1577175	22,93818609	
13/08/2025 11:00	Barcelona	3,00735	25,88538909	
14/08/2025 11:00	Barcelona	2,9171295	28,744176	
15/08/2025 11:00	Barcelona	2,887056	31,57349088	
16/08/2025 11:00	Barcelona	3,127644	34,638582	
17/08/2025 11:00	Barcelona	3,187791	37,76261718	
18/08/2025 11:00	Barcelona	3,00735	40,70982018	
19/08/2025 11:00	Barcelona	2,947203	43,59807912	
20/08/2025 11:00	Barcelona	3,1577175	46,69264227	
21/08/2025 11:00	Barcelona	3,067497	49,69878933	
22/08/2025 11:00	Barcelona	2,826909	52,46916015	
23/08/2025 11:00	Barcelona	2,8569825	11,269003	44
24/08/2025 11:00	Barcelona	2,9171295	14,12778991	
25/08/2025 11:00	Barcelona	3,187791	17,25182509	
26/08/2025 11:00	Barcelona	3,00735	20,19902809	
27/08/2025 11:00	Barcelona	2,947203	23,08728703	
28/08/2025 11:00	Barcelona	3,127644	26,15237815	
29/08/2025 11:00	Barcelona	3,00735	29,09958115	
30/08/2025 11:00	Barcelona	2,9171295	31,95836806	
31/08/2025 11:00	Barcelona	3,1577175	35,05293121	
01/09/2025 11:00	Barcelona	2,9171295	37,91171812	
02/09/2025 11:00	Barcelona	2,947203	40,79997706	
03/09/2025 11:00	Barcelona	3,127644	43,86506818	
04/09/2025 11:00	Barcelona	2,826909	46,635439	
05/09/2025 11:00	Barcelona	2,9171295	49,49422591	
06/09/2025 11:00	Barcelona	3,00735	52,44142891	
07/09/2025 11:00	Barcelona	2,947203	11,32968785	44
08/09/2025 11:00	Barcelona	3,0374235	14,30636288	
09/09/2025 11:00	Barcelona	3,0975705	17,34198197	
10/09/2025 11:00	Barcelona	2,887056	20,17129685	
11/09/2025 11:00	Barcelona	3,1577175	23,26586	
12/09/2025 11:00	Barcelona	3,0374235	26,24253503	
13/09/2025 11:00	Barcelona	3,1577175	29,33709818	
14/09/2025 11:00	Barcelona	3,187791	32,46113336	
15/09/2025 11:00	Barcelona	2,947203	35,3493923	
16/09/2025 11:00	Barcelona	3,0975705	38,38501139	
17/09/2025 11:00	Barcelona	2,887056	41,21432627	
18/09/2025 11:00	Barcelona	3,1577175	44,30888942	
19/09/2025 11:00	Barcelona	2,947203	47,19714836	
20/09/2025 11:00	Barcelona	3,127644	50,26223948	
21/09/2025 11:00	Barcelona	3,1577175	53,35680263	
22/09/2025 11:00	Barcelona	3,0374235	12,33347766	44
23/09/2025 11:00	Barcelona	2,9171295	15,19226457	
24/09/2025 11:00	Barcelona	3,00735	18,13946757	
25/09/2025 11:00	Barcelona	3,187791	21,26350275	
26/09/2025 11:00	Barcelona	2,9772765	24,18123372	
27/09/2025 11:00	Barcelona	3,00735	27,12843672	
28/09/2025 11:00	Barcelona	3,187791	30,2524719	
29/09/2025 11:00	Barcelona	3,0374235	33,22914693	
30/09/2025 11:00	Barcelona	2,887056	36,05846181	
01/10/2025 11:00	Barcelona	3,0975705	39,0940809	
02/10/2025 11:00	Barcelona	2,9772765	42,01181187	
03/10/2025 11:00	Barcelona	2,8569825	44,81165472	
04/10/2025 11:00	Barcelona	3,127644	47,87674584	
05/10/2025 11:00	Barcelona	2,826909	50,64711666	
06/10/2025 11:00	Barcelona	3,00735	53,59431966	
07/10/2025 11:00	Barcelona	2,947203	12,4825786	44
08/10/2025 11:00	Barcelona	3,0374235	15,45925363	
09/10/2025 11:00	Barcelona	3,0975705	18,49487272	
10/10/2025 11:00	Barcelona	3,0374235	21,47154775	
11/10/2025 11:00	Barcelona	2,9171295	24,33033466	
12/10/2025 11:00	Barcelona	2,8569825	27,13017751	
13/10/2025 11:00	Barcelona	2,9772765	30,04790848	
14/10/2025 11:00	Barcelona	3,00735	32,99511148	
15/10/2025 11:00	Barcelona	3,187791	36,11914666	
16/10/2025 11:00	Barcelona	3,0975705	39,15476575	
17/10/2025 11:00	Barcelona	2,9171295	42,01355266	
18/10/2025 11:00	Barcelona	3,187791	45,13758784	
19/10/2025 11:00	Barcelona	3,187791	48,26162302	
20/10/2025 11:00	Barcelona	3,0374235	51,23829805	
21/10/2025 11:00	Barcelona	3,1577175	54,3328612	
22/10/2025 11:00	Barcelona	2,826909	13,10323202	44
23/10/2025 11:00	Barcelona	2,887056	15,9325469	
24/10/2025 11:00	Barcelona	3,1577175	19,02711005	
25/10/2025 11:00	Barcelona	3,1577175	22,1216732	
26/10/2025 11:00	Barcelona	2,947203	25,00993214	
27/10/2025 11:00	Barcelona	3,067497	28,0160792	
28/10/2025 11:00	Barcelona	2,9772765	30,93381017	
29/10/2025 11:00	Barcelona	2,9772765	33,85154114	
30/10/2025 11:00	Barcelona	3,1577175	36,94610429	
31/10/2025 11:00	Barcelona	3,127644	40,01119541	
01/11/2025 11:00	Barcelona	3,1577175	43,10575856	
02/11/2025 11:00	Barcelona	3,0374235	46,08243359	
03/11/2025 11:00	Barcelona	3,00735	49,02963659	
04/11/2025 11:00	Barcelona	3,0975705	52,06525568	
05/11/2025 11:00	Barcelona	2,9171295	54,92404259	
06/11/2025 11:00	Barcelona	3,067497	13,93018965	44
07/11/2025 11:00	Barcelona	3,0975705	16,96580874	
08/11/2025 11:00	Barcelona	3,0374235	19,94248377	
09/11/2025 11:00	Barcelona	3,0374235	22,9191588	
10/11/2025 11:00	Barcelona	3,1577175	26,01372195	
11/11/2025 11:00	Barcelona	3,187791	29,13775713	
12/11/2025 11:00	Barcelona	2,9772765	32,0554881	
13/11/2025 11:00	Barcelona	2,887056	34,88480298	
14/11/2025 11:00	Barcelona	2,947203	37,77306192	
15/11/2025 11:00	Barcelona	3,127644	40,83815304	
16/11/2025 11:00	Barcelona	2,9772765	43,75588401	
17/11/2025 11:00	Barcelona	2,947203	46,64414295	
18/11/2025 11:00	Barcelona	3,00735	49,59134595	
19/11/2025 11:00	Barcelona	2,947203	52,47960489	
20/11/2025 11:00	Barcelona	3,0374235	55,45627992	
21/11/2025 11:00	Barcelona	2,826909	14,22665074	44
22/11/2025 11:00	Barcelona	3,127644	17,29174186	
23/11/2025 11:00	Barcelona	3,067497	20,29788892	
24/11/2025 11:00	Barcelona	2,826909	23,06825974	
25/11/2025 11:00	Barcelona	2,8569825	25,86810259	
26/11/2025 11:00	Barcelona	2,826909	28,63847341	
27/11/2025 11:00	Barcelona	2,826909	31,40884423	
28/11/2025 11:00	Barcelona	2,947203	34,29710317	
29/11/2025 11:00	Barcelona	2,887056	37,12641805	
30/11/2025 11:00	Barcelona	3,127644	40,19150917	
01/12/2025 11:00	Barcelona	3,1577175	43,28607232	
02/12/2025 11:00	Barcelona	3,00735	46,23327532	
03/12/2025 11:00	Barcelona	2,887056	49,0625902	
04/12/2025 11:00	Barcelona	2,826909	51,83296102	
05/12/2025 11:00	Barcelona	2,887056	54,6622759	
06/12/2025 11:00	Barcelona	2,947203	13,55053484	44
07/12/2025 11:00	Barcelona	3,0374235	16,52720987	
08/12/2025 11:00	Barcelona	2,947203	19,41546881	
09/12/2025 11:00	Barcelona	2,887056	22,24478369	
10/12/2025 11:00	Barcelona	3,067497	25,25093075	
11/12/2025 11:00	Barcelona	2,9171295	28,10971766	
12/12/2025 11:00	Barcelona	3,187791	31,23375284	
13/12/2025 11:00	Barcelona	2,826909	34,00412366	
14/12/2025 11:00	Barcelona	2,9772765	36,92185463	
15/12/2025 11:00	Barcelona	2,887056	39,75116951	
16/12/2025 11:00	Barcelona	2,826909	42,52154033	
17/12/2025 11:00	Barcelona	3,00735	45,46874333	
18/12/2025 11:00	Barcelona	3,127644	48,53383445	
19/12/2025 11:00	Barcelona	2,9171295	51,39262136	
20/12/2025 11:00	Barcelona	3,127644	54,45771248	
21/12/2025 11:00	Barcelona	3,187791	13,58174766	44
22/12/2025 11:00	Barcelona	2,826909	16,35211848	
23/12/2025 11:00	Barcelona	3,187791	19,47615366	
24/12/2025 11:00	Barcelona	2,947203	22,3644126	
25/12/2025 11:00	Barcelona	3,0374235	25,34108763	
26/12/2025 11:00	Barcelona	3,1577175	28,43565078	
27/12/2025 11:00	Barcelona	2,8569825	31,23549363	
28/12/2025 11:00	Barcelona	3,187791	34,35952881	
29/12/2025 11:00	Barcelona	2,8569825	37,15937166	
30/12/2025 11:00	Barcelona	2,8569825	39,95921451	
31/12/2025 11:00	Barcelona	3,00735	42,90641751	
01/01/2024 11:00	Zaragoza	3,20915	3,1128755	44
02/01/2024 11:00	Zaragoza	2,84585	5,87335	
03/01/2024 11:00	Zaragoza	2,936675	8,72192475	
04/01/2024 11:00	Zaragoza	2,876125	11,511766	
05/01/2024 11:00	Zaragoza	3,118325	14,53654125	
06/01/2024 11:00	Zaragoza	3,1486	17,59068325	
07/01/2024 11:00	Zaragoza	3,118325	20,6154585	
08/01/2024 11:00	Zaragoza	3,08805	23,610867	
09/01/2024 11:00	Zaragoza	3,057775	26,57690875	
10/01/2024 11:00	Zaragoza	3,20915	29,68978425	
11/01/2024 11:00	Zaragoza	2,997225	32,5970925	
12/01/2024 11:00	Zaragoza	3,1486	35,6512345	
13/01/2024 11:00	Zaragoza	2,96695	38,529176	
14/01/2024 11:00	Zaragoza	3,118325	41,55395125	
15/01/2024 11:00	Zaragoza	2,84585	44,31442575	
16/01/2024 11:00	Zaragoza	2,9064	3,13363375	44
17/01/2024 11:00	Zaragoza	3,08805	6,12904225	
18/01/2024 11:00	Zaragoza	3,178875	9,212551	
19/01/2024 11:00	Zaragoza	3,118325	12,23732625	
20/01/2024 11:00	Zaragoza	3,057775	15,203368	
21/01/2024 11:00	Zaragoza	3,0275	18,140043	
22/01/2024 11:00	Zaragoza	3,1486	21,194185	
