Date	truck	Hospital City	Hostipal Name	refill in (tons)	delivery cost	product tot price	total bill	over delivery
27/10/2024 15:40	Manyo	Zaragoza	Nuestra Señora	7,146148187	4573,074093	17686,71676	22259,79086	OK
27/10/2024 16:30	Manyo	Zaragoza	Royo Villanova	7,956998061	4978,49903	17903,24564	22881,74467	OK
27/10/2024 17:00	Manyo	Zaragoza	Miguel Servet	8,654388126	5327,194063	21419,61061	26746,80467	OK
27/10/2024 17:40	Manyo	Zaragoza	Ernest Lluch	8,585474499	5292,737249	21249,04938	26541,78663	OK
27/10/2024 12:00	Alicantino	Alicante	General de Alicante	9,980974758	5990,487379	24702,91253	30693,39991	OK
27/10/2024 12:40	Alicantino	Alicante	San Juan	7,086534823	4543,267411	19310,80739	23854,0748	OK
27/10/2024 13:20	Alicantino	Alicante	Perpetuo Socorro	8,30270288	5151,35144	20549,18963	25700,54107	OK
27/10/2024 14:00	Alicantino	Alicante	Vinalopó	8,041376307	5020,688153	18093,09669	23113,78484	OK
27/10/2024 14:40	Alicantino	Alicante	IMED	9,587722891	5793,861445	23729,61415	29523,4756	OK
27/10/2024 15:00	Gijonés	Gijon	Covadonga	7,297613137	4648,806568	18973,79415	23622,60072	OK
27/10/2024 15:40	Gijonés	Gijon	Gijón Salud	9,04202381	5521,011905	22379,00893	27900,02084	OK
27/10/2024 16:30	Gijonés	Gijon	Cabueñes	9,152306604	5576,153302	20821,49752	26397,65083	OK
27/10/2024 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
27/10/2024 17:40	Gijonés	Gijon	Begona	7,623903416	4811,951708	17534,97786	22346,92956	OK
11/11/2024 12:00	Chulapo	Madrid	Doce de Octubre	8,479620898	5239,810449	20987,06172	26226,87217	OK
11/11/2024 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
11/11/2024 13:30	Chulapo	Madrid	Infanta Sofía	7,144004128	4572,002064	17681,41022	22253,41228	OK
11/11/2024 14:00	Chulapo	Madrid	San Carlos	9,019757542	5509,878771	22098,40598	27608,28475	OK
11/11/2024 14:40	Chulapo	Madrid	La Paz	8,243742955	5121,871478	20403,26381	25525,13529	OK
11/11/2024 11:00	Nen	Barcelona	Bellvitge	9,587695868	5793,847934	21812,0081	27605,85603	OK
11/11/2024 11:40	Nen	Barcelona	Clínic	7,750453578	4875,226789	20151,1793	25026,40609	OK
11/11/2024 12:20	Nen	Barcelona	Del Mar	7,78482385	4892,411925	19267,43903	24159,85095	OK
11/11/2024 13:00	Nen	Barcelona	Vall d'Hebron	8,620684635	5310,342317	22198,26293	27508,60525	OK
11/11/2024 13:40	Nen	Barcelona	Sant Joan de Déu	9,595359281	5797,67964	24708,05015	30505,72979	OK
11/11/2024 15:00	Manyo	Zaragoza	Quirón	7,158817759	4579,408879	17718,07395	22297,48283	OK
11/11/2024 15:40	Manyo	Zaragoza	Nuestra Señora	7,217609669	4608,804834	17863,58393	22472,38876	OK
11/11/2024 16:30	Manyo	Zaragoza	Royo Villanova	7,956998061	4978,49903	17903,24564	22881,74467	OK
11/11/2024 17:00	Manyo	Zaragoza	Miguel Servet	8,567844245	5283,922122	21205,41451	26489,33663	OK
11/11/2024 17:40	Manyo	Zaragoza	Ernest Lluch	8,757183989	5378,591994	21674,03037	27052,62237	OK
11/11/2024 12:00	Alicantino	Alicante	General de Alicante	9,980974758	5990,487379	24702,91253	30693,39991	OK
11/11/2024 12:40	Alicantino	Alicante	San Juan	7,015669475	4507,834737	19117,69932	23625,53406	OK
11/11/2024 13:20	Alicantino	Alicante	Perpetuo Socorro	8,385729908	5192,864954	20754,68152	25947,54648	OK
11/11/2024 14:00	Alicantino	Alicante	Vinalopó	7,960962544	4980,481272	17912,16572	22892,647	OK
11/11/2024 14:40	Alicantino	Alicante	IMED	9,491845662	5745,922831	23492,31801	29238,24084	OK
11/11/2024 15:00	Gijonés	Gijon	Covadonga	7,443565399	4721,7827	19353,27004	24075,05274	OK
11/11/2024 15:40	Gijonés	Gijon	Gijón Salud	9,045183334	5522,591667	22386,82875	27909,42042	OK
11/11/2024 16:30	Gijonés	Gijon	Cabueñes	8,969260472	5484,630236	20405,06757	25889,69781	OK
11/11/2024 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
11/11/2024 17:40	Gijonés	Gijon	Begona	7,776381484	4888,190742	17885,67741	22773,86815	OK
26/11/2024 12:00	Chulapo	Madrid	Doce de Octubre	8,394824689	5197,412345	20777,19111	25974,60345	OK
26/11/2024 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
26/11/2024 13:30	Chulapo	Madrid	Infanta Sofía	7,072564087	4536,282043	17504,59611	22040,87816	OK
26/11/2024 14:00	Chulapo	Madrid	San Carlos	9,200152692	5600,076346	22540,3741	28140,45044	OK
26/11/2024 14:40	Chulapo	Madrid	La Paz	8,408617815	5204,308907	20811,32909	26015,638	OK
26/11/2024 11:00	Nen	Barcelona	Bellvitge	9,799449786	5899,724893	22293,74826	28193,47316	OK
26/11/2024 11:40	Nen	Barcelona	Clínic	7,905462649	4952,731325	20554,20289	25506,93421	OK
26/11/2024 12:20	Nen	Barcelona	Del Mar	7,940520327	4970,260163	19652,78781	24623,04797	OK
26/11/2024 13:00	Nen	Barcelona	Vall d'Hebron	8,534477789	5267,238894	21976,28031	27243,5192	OK
26/11/2024 13:40	Nen	Barcelona	Sant Joan de Déu	9,499405688	5749,702844	24460,96965	30210,67249	OK
26/11/2024 15:00	Manyo	Zaragoza	Quirón	7,230405936	4615,202968	17895,25469	22510,45766	OK
26/11/2024 15:40	Manyo	Zaragoza	Nuestra Señora	7,361961862	4680,980931	18220,85561	22901,83654	OK
26/11/2024 16:30	Manyo	Zaragoza	Royo Villanova	7,87742808	4938,71404	17724,21318	22662,92722	OK
26/11/2024 17:00	Manyo	Zaragoza	Miguel Servet	8,567844245	5283,922122	21205,41451	26489,33663	OK
26/11/2024 17:40	Manyo	Zaragoza	Ernest Lluch	8,932327669	5466,163834	22107,51098	27573,67481	OK
26/11/2024 12:00	Alicantino	Alicante	General de Alicante	9,980974758	5990,487379	24702,91253	30693,39991	OK
26/11/2024 12:40	Alicantino	Alicante	San Juan	7,085826169	4542,913085	19308,87631	23851,7894	OK
26/11/2024 13:20	Alicantino	Alicante	Perpetuo Socorro	8,21801531	5109,007655	20339,58789	25448,59555	OK
26/11/2024 14:00	Alicantino	Alicante	Vinalopó	7,801743293	4900,871646	17553,92241	22454,79406	OK
26/11/2024 14:40	Alicantino	Alicante	IMED	9,396927205	5698,463603	23257,39483	28955,85844	OK
26/11/2024 15:00	Gijonés	Gijon	Covadonga	7,518001053	4759,000527	19546,80274	24305,80327	OK
26/11/2024 15:40	Gijonés	Gijon	Gijón Salud	9,048731501	5524,36575	22395,61046	27919,97622	OK
26/11/2024 16:30	Gijonés	Gijon	Cabueñes	8,879567867	5439,783934	20201,0169	25640,80083	OK
26/11/2024 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
26/11/2024 17:40	Gijonés	Gijon	Begona	7,620853854	4810,426927	17527,96386	22338,39079	OK
11/12/2024 12:00	Chulapo	Madrid	Doce de Octubre	8,310876442	5155,438221	20569,41919	25724,85742	OK
11/12/2024 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
11/12/2024 13:30	Chulapo	Madrid	Infanta Sofía	7,143289727	4571,644864	17679,64208	22251,28694	OK
11/12/2024 14:00	Chulapo	Madrid	San Carlos	9,384155746	5692,077873	22991,18158	28683,25945	OK
11/12/2024 14:40	Chulapo	Madrid	La Paz	8,240445458	5120,222729	20395,10251	25515,32524	OK
11/12/2024 11:00	Nen	Barcelona	Bellvitge	10,00744428	6003,722142	22766,93575	28770,65789	OK
11/12/2024 11:40	Nen	Barcelona	Clínic	7,747353396	4873,676698	20143,11883	25016,79553	OK
11/12/2024 12:20	Nen	Barcelona	Del Mar	8,01992553	5009,962765	19849,31569	24859,27845	OK
11/12/2024 13:00	Nen	Barcelona	Vall d'Hebron	8,449133011	5224,566505	21756,5175	26981,08401	OK
11/12/2024 13:40	Nen	Barcelona	Sant Joan de Déu	9,594399745	5797,199872	24705,57934	30502,77922	OK
11/12/2024 15:00	Manyo	Zaragoza	Quirón	7,085797818	4542,898909	17537,3496	22080,24851	OK
11/12/2024 15:40	Manyo	Zaragoza	Nuestra Señora	7,361961862	4680,980931	18220,85561	22901,83654	OK
11/12/2024 16:30	Manyo	Zaragoza	Royo Villanova	7,87742808	4938,71404	17724,21318	22662,92722	OK
11/12/2024 17:00	Manyo	Zaragoza	Miguel Servet	8,73920113	5369,600565	21629,5228	26999,12336	OK
11/12/2024 17:40	Manyo	Zaragoza	Ernest Lluch	9,110974222	5555,487111	22549,6612	28105,14831	OK
11/12/2024 12:00	Alicantino	Alicante	General de Alicante	9,781355263	5890,677631	24208,85428	30099,53191	OK
11/12/2024 12:40	Alicantino	Alicante	San Juan	7,156684431	4578,342215	19501,96507	24080,30729	OK
11/12/2024 13:20	Alicantino	Alicante	Perpetuo Socorro	8,382375616	5191,187808	20746,37965	25937,56746	OK
11/12/2024 14:00	Alicantino	Alicante	Vinalopó	7,801743293	4900,871646	17553,92241	22454,79406	OK
11/12/2024 14:40	Alicantino	Alicante	IMED	9,584865749	5792,432875	23722,54273	29514,9756	OK
11/12/2024 15:00	Gijonés	Gijon	Covadonga	7,442821043	4721,410521	19351,33471	24072,74523	OK
11/12/2024 15:40	Gijonés	Gijon	Gijón Salud	9,048731501	5524,36575	22395,61046	27919,97622	OK
11/12/2024 16:30	Gijonés	Gijon	Cabueñes	9,057159225	5528,579612	20605,03724	26133,61685	OK
11/12/2024 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
11/12/2024 17:40	Gijonés	Gijon	Begona	7,773270931	4886,635466	17878,52314	22765,15861	OK
26/12/2024 12:00	Chulapo	Madrid	Doce de Octubre	8,310876442	5155,438221	20569,41919	25724,85742	OK
26/12/2024 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
26/12/2024 13:30	Chulapo	Madrid	Infanta Sofía	7,000423933	4500,211966	17326,04923	21826,2612	OK
26/12/2024 14:00	Chulapo	Madrid	San Carlos	9,196472631	5598,236316	22531,35795	28129,59426	OK
26/12/2024 14:40	Chulapo	Madrid	La Paz	8,322849913	5161,424956	20599,05353	25760,47849	OK
26/12/2024 11:00	Nen	Barcelona	Bellvitge	9,689295398	5844,647699	22043,14703	27887,79473	OK
26/12/2024 11:40	Nen	Barcelona	Clínic	7,82482693	4912,413465	20344,55002	25256,96348	OK
26/12/2024 12:20	Nen	Barcelona	Del Mar	7,859527019	4929,76351	19452,32937	24382,09288	OK
26/12/2024 13:00	Nen	Barcelona	Vall d'Hebron	8,28015035	5140,075175	21321,38715	26461,46233	OK
26/12/2024 13:40	Nen	Barcelona	Sant Joan de Déu	9,40251175	5701,255875	24211,46776	29912,72363	OK
26/12/2024 15:00	Manyo	Zaragoza	Quirón	7,085797818	4542,898909	17537,3496	22080,24851	OK
26/12/2024 15:40	Manyo	Zaragoza	Nuestra Señora	7,509201099	4754,60055	18585,27272	23339,87327	OK
26/12/2024 16:30	Manyo	Zaragoza	Royo Villanova	7,719879519	4859,939759	17369,72892	22229,66868	OK
26/12/2024 17:00	Manyo	Zaragoza	Miguel Servet	8,651809118	5325,904559	21413,22757	26739,13213	OK
26/12/2024 17:40	Manyo	Zaragoza	Ernest Lluch	9,202083964	5601,041982	22775,15781	28376,19979	OK
26/12/2024 12:00	Alicantino	Alicante	General de Alicante	9,68354171	5841,770855	23966,76573	29808,53659	OK
26/12/2024 12:40	Alicantino	Alicante	San Juan	7,29981812	4649,90906	19892,00438	24541,91344	OK
26/12/2024 13:20	Alicantino	Alicante	Perpetuo Socorro	8,29855186	5149,27593	20538,91585	25688,19178	OK
26/12/2024 14:00	Alicantino	Alicante	Vinalopó	7,801743293	4900,871646	17553,92241	22454,79406	OK
26/12/2024 14:40	Alicantino	Alicante	IMED	9,776563064	5888,281532	24196,99358	30085,27512	OK
26/12/2024 15:00	Gijonés	Gijon	Covadonga	7,293964622	4646,982311	18964,30802	23611,29033	OK
26/12/2024 15:40	Gijonés	Gijon	Gijón Salud	9,044218816	5522,109408	22384,44157	27906,55098	OK
26/12/2024 16:30	Gijonés	Gijon	Cabueñes	9,038302409	5519,151205	20562,13798	26081,28919	OK
26/12/2024 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
26/12/2024 17:40	Gijonés	Gijon	Begona	7,851003641	4925,50182	18057,30837	22982,81019	OK
10/01/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,144658913	5072,329457	20158,03081	25230,36027	OK
10/01/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
10/01/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,070428172	4535,214086	17499,30973	22034,52381	OK
10/01/2025 14:00	Chulapo	Madrid	San Carlos	9,288437358	5644,218679	22756,67153	28400,8902	OK
10/01/2025 14:40	Chulapo	Madrid	La Paz	8,322849913	5161,424956	20599,05353	25760,47849	OK
10/01/2025 11:00	Nen	Barcelona	Bellvitge	10,00308131	6001,540653	22757,00997	28758,55062	OK
10/01/2025 11:40	Nen	Barcelona	Clínic	7,746578661	4873,289331	20141,10452	25014,39385	OK
10/01/2025 12:20	Nen	Barcelona	Del Mar	8,01671756	5008,35878	19841,37596	24849,73474	OK
10/01/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,445753358	5222,876679	21747,8149	26970,69157	OK
10/01/2025 13:40	Nen	Barcelona	Sant Joan de Déu	9,590561985	5795,280992	24695,69711	30490,9781	OK
10/01/2025 15:00	Manyo	Zaragoza	Quirón	7,014939839	4507,46992	17361,9761	21869,44602	OK
10/01/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,509201099	4754,60055	18585,27272	23339,87327	OK
10/01/2025 16:30	Manyo	Zaragoza	Royo Villanova	7,874277109	4937,138555	17717,1235	22654,26205	OK
10/01/2025 17:00	Manyo	Zaragoza	Miguel Servet	8,478772936	5239,386468	20984,96302	26224,34948	OK
10/01/2025 17:40	Manyo	Zaragoza	Ernest Lluch	9,018042285	5509,021143	22319,65466	27828,6758	OK
10/01/2025 12:00	Alicantino	Alicante	General de Alicante	9,877212545	5938,606272	24446,10105	30384,70732	OK
10/01/2025 12:40	Alicantino	Alicante	San Juan	7,29981812	4649,90906	19892,00438	24541,91344	OK
10/01/2025 13:20	Alicantino	Alicante	Perpetuo Socorro	8,29855186	5149,27593	20538,91585	25688,19178	OK
10/01/2025 14:00	Alicantino	Alicante	Vinalopó	7,957778159	4978,889079	17905,00086	22883,88994	OK
10/01/2025 14:40	Alicantino	Alicante	IMED	9,581031803	5790,515902	23713,05371	29503,56961	OK
10/01/2025 15:00	Gijonés	Gijon	Covadonga	7,366904268	4683,452134	19153,9511	23837,40323	OK
10/01/2025 15:40	Gijonés	Gijon	Gijón Salud	8,837103192	5418,551596	21871,8304	27290,382	OK
10/01/2025 16:30	Gijonés	Gijon	Cabueñes	9,330685433	5665,342717	21227,30936	26892,65208	OK
10/01/2025 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
10/01/2025 17:40	Gijonés	Gijon	Begona	7,99	4995	18377	23372	OK
25/01/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,144658913	5072,329457	20158,03081	25230,36027	OK
25/01/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
25/01/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,211836736	4605,918368	17849,29592	22455,21429	OK
25/01/2025 14:00	Chulapo	Madrid	San Carlos	9,474206105	5737,103052	23211,80496	28948,90801	OK
25/01/2025 14:40	Chulapo	Madrid	La Paz	8,489306911	5244,653456	21011,0346	26255,68806	OK
25/01/2025 11:00	Nen	Barcelona	Bellvitge	10,08501968	6042,50984	22943,41977	28985,92961	OK
25/01/2025 11:40	Nen	Barcelona	Clínic	7,669112874	4834,556437	19939,69347	24774,24991	OK
25/01/2025 12:20	Nen	Barcelona	Del Mar	8,01671756	5008,35878	19841,37596	24849,73474	OK
25/01/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,27683829	5138,419145	21312,8586	26451,27774	OK
25/01/2025 13:40	Nen	Barcelona	Sant Joan de Déu	9,398750745	5699,375373	24201,78317	29901,15854	OK
25/01/2025 15:00	Manyo	Zaragoza	Quirón	7,085089238	4542,544619	17535,59586	22078,14048	OK
25/01/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,509201099	4754,60055	18585,27272	23339,87327	OK
25/01/2025 16:30	Manyo	Zaragoza	Royo Villanova	8,031762651	5015,881326	18071,46597	23087,34729	OK
25/01/2025 17:00	Manyo	Zaragoza	Miguel Servet	8,309197477	5154,598739	20565,26376	25719,86249	OK
25/01/2025 17:40	Manyo	Zaragoza	Ernest Lluch	9,018042285	5509,021143	22319,65466	27828,6758	OK
25/01/2025 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
25/01/2025 12:40	Alicantino	Alicante	San Juan	7,29981812	4649,90906	19892,00438	24541,91344	OK
25/01/2025 13:20	Alicantino	Alicante	Perpetuo Socorro	8,132580823	5066,290412	20128,13754	25194,42795	OK
25/01/2025 14:00	Alicantino	Alicante	Vinalopó	8,116933722	5058,466861	18263,10087	23321,56774	OK
25/01/2025 14:40	Alicantino	Alicante	IMED	9,485221485	5742,610743	23475,92318	29218,53392	OK
25/01/2025 15:00	Gijonés	Gijon	Covadonga	7,366904268	4683,452134	19153,9511	23837,40323	OK
25/01/2025 15:40	Gijonés	Gijon	Gijón Salud	9,033845256	5516,922628	22358,76701	27875,68964	OK
25/01/2025 16:30	Gijonés	Gijon	Cabueñes	9,030685433	5515,342717	20544,80936	26060,15208	OK
25/01/2025 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
25/01/2025 17:40	Gijonés	Gijon	Begona	7,847863239	4923,93162	18050,08545	22974,01707	OK
09/02/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,307552092	5153,776046	20561,19143	25714,96747	OK
09/02/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
09/02/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,211836736	4605,918368	17849,29592	22455,21429	OK
09/02/2025 14:00	Chulapo	Madrid	San Carlos	9,474206105	5737,103052	23211,80496	28948,90801	OK
09/02/2025 14:40	Chulapo	Madrid	La Paz	8,489306911	5244,653456	21011,0346	26255,68806	OK
09/02/2025 11:00	Nen	Barcelona	Bellvitge	10,09872007	6049,360037	22974,58817	29023,9482	OK
09/02/2025 11:40	Nen	Barcelona	Clínic	7,822495132	4911,247566	20338,48734	25249,73491	OK
09/02/2025 12:20	Nen	Barcelona	Del Mar	8,096884735	5048,442368	20039,78972	25088,23209	OK
09/02/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,27683829	5138,419145	21312,8586	26451,27774	OK
09/02/2025 13:40	Nen	Barcelona	Sant Joan de Déu	9,58672576	5793,36288	24685,81883	30479,18171	OK
09/02/2025 15:00	Manyo	Zaragoza	Quirón	6,943387453	4471,693726	17184,88395	21656,57767	OK
09/02/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,359017077	4679,508539	18213,56727	22893,0758	OK
09/02/2025 16:30	Manyo	Zaragoza	Royo Villanova	7,951445025	4975,722512	17890,75131	22866,47382	OK
09/02/2025 17:00	Manyo	Zaragoza	Miguel Servet	8,226105502	5113,052751	20359,61112	25472,66387	OK
09/02/2025 17:40	Manyo	Zaragoza	Ernest Lluch	8,837681439	5418,84072	21873,26156	27292,10228	OK
09/02/2025 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
09/02/2025 12:40	Alicantino	Alicante	San Juan	7,153821757	4576,910879	19494,16429	24071,07517	OK
09/02/2025 13:20	Alicantino	Alicante	Perpetuo Socorro	8,213906631	5106,953316	20329,41891	25436,37223	OK
09/02/2025 14:00	Alicantino	Alicante	Vinalopó	8,116933722	5058,466861	18263,10087	23321,56774	OK
09/02/2025 14:40	Alicantino	Alicante	IMED	9,485221485	5742,610743	23475,92318	29218,53392	OK
09/02/2025 15:00	Gijonés	Gijon	Covadonga	7,514242353	4757,121177	19537,03012	24294,1513	OK
09/02/2025 15:40	Gijonés	Gijon	Gijón Salud	9,99	5995	24725,25	30720,25	OK
09/02/2025 16:30	Gijonés	Gijon	Cabueñes	9,330685433	5665,342717	21227,30936	26892,65208	OK
09/02/2025 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
09/02/2025 17:40	Gijonés	Gijon	Begona	7,769384607	4884,692303	17869,5846	22754,2769	OK
24/02/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,473703133	5236,851567	20972,41526	26209,26682	OK
24/02/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
24/02/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,283955103	4641,977552	18027,78888	22669,76643	OK
24/02/2025 14:00	Chulapo	Madrid	San Carlos	9,284721983	5642,360991	22747,56886	28389,92985	OK
24/02/2025 14:40	Chulapo	Madrid	La Paz	8,659093049	5329,546525	21431,2553	26760,80182	OK
24/02/2025 11:00	Nen	Barcelona	Bellvitge	10,78973287	6394,866436	24546,64229	30941,50872	OK
24/02/2025 11:40	Nen	Barcelona	Clínic	7,900720083	4950,360042	20541,87222	25492,23226	OK
24/02/2025 12:20	Nen	Barcelona	Del Mar	8,015915888	5007,957944	19839,39182	24847,34977	OK
24/02/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,442375056	5221,187528	21739,11577	26960,3033	OK
24/02/2025 13:40	Nen	Barcelona	Sant Joan de Déu	9,682593018	5841,296509	24932,67702	30773,97353	OK
24/02/2025 15:00	Manyo	Zaragoza	Quirón	6,943387453	4471,693726	17184,88395	21656,57767	OK
24/02/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,211836736	4605,918368	17849,29592	22455,21429	OK
24/02/2025 16:30	Manyo	Zaragoza	Royo Villanova	7,951445025	4975,722512	17890,75131	22866,47382	OK
24/02/2025 17:00	Manyo	Zaragoza	Miguel Servet	8,143844447	5071,922224	20156,01501	25227,93723	OK
24/02/2025 17:40	Manyo	Zaragoza	Ernest Lluch	8,660927811	5330,463905	21435,79633	26766,26024	OK
24/02/2025 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
24/02/2025 12:40	Alicantino	Alicante	San Juan	7,296898192	4648,449096	19884,04757	24532,49667	OK
24/02/2025 13:20	Alicantino	Alicante	Perpetuo Socorro	8,049628499	5024,814249	19922,83053	24947,64478	OK
24/02/2025 14:00	Alicantino	Alicante	Vinalopó	8,198103059	5099,05153	18445,73188	23544,78341	OK
24/02/2025 14:40	Alicantino	Alicante	IMED	9,674925915	5837,462957	23945,44164	29782,9046	OK
24/02/2025 15:00	Gijonés	Gijon	Covadonga	7,363957506	4681,978753	19146,28952	23828,26827	OK
24/02/2025 15:40	Gijonés	Gijon	Gijón Salud	9,99	5995	24725,25	30720,25	OK
24/02/2025 16:30	Gijonés	Gijon	Cabueñes	9,330685433	5665,342717	21227,30936	26892,65208	OK
24/02/2025 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
24/02/2025 17:40	Gijonés	Gijon	Begona	7,847078453	4923,539226	18048,28044	22971,81967	OK
11/03/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,473703133	5236,851567	20972,41526	26209,26682	OK
11/03/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
11/03/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,283955103	4641,977552	18027,78888	22669,76643	OK
11/03/2025 14:00	Chulapo	Madrid	San Carlos	9,284721983	5642,360991	22747,56886	28389,92985	OK
11/03/2025 14:40	Chulapo	Madrid	La Paz	8,572502119	5286,251059	21216,94274	26503,1938	OK
11/03/2025 11:00	Nen	Barcelona	Bellvitge	11,00552753	6502,763765	25037,57513	31540,3389	OK
11/03/2025 11:40	Nen	Barcelona	Clínic	7,900720083	4950,360042	20541,87222	25492,23226	OK
11/03/2025 12:20	Nen	Barcelona	Del Mar	8,176234206	5088,117103	20236,17966	25324,29676	OK
11/03/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,273527555	5136,763778	21304,33345	26441,09723	OK
11/03/2025 13:40	Nen	Barcelona	Sant Joan de Déu	9,585767088	5792,883544	24683,35025	30476,23379	OK
11/03/2025 15:00	Manyo	Zaragoza	Quirón	6,943387453	4471,693726	17184,88395	21656,57767	OK
11/03/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,35607347	4678,036735	18206,28184	22884,31857	OK
11/03/2025 16:30	Manyo	Zaragoza	Royo Villanova	8,030959475	5015,479737	18069,65882	23085,13856	OK
11/03/2025 17:00	Manyo	Zaragoza	Miguel Servet	7,980967559	4990,483779	19752,89471	24743,37849	OK
11/03/2025 17:40	Manyo	Zaragoza	Ernest Lluch	8,487709254	5243,854627	21007,0804	26250,93503	OK
11/03/2025 12:00	Alicantino	Alicante	General de Alicante	9,99	5995	24725,25	30720,25	OK
11/03/2025 12:40	Alicantino	Alicante	San Juan	7,369867174	4684,933587	20082,88805	24767,82164	OK
11/03/2025 13:20	Alicantino	Alicante	Perpetuo Socorro	8,130124784	5065,062392	20122,05884	25187,12123	OK
11/03/2025 14:00	Alicantino	Alicante	Vinalopó	8,28008409	5140,042045	18630,1892	23770,23125	OK
11/03/2025 14:40	Alicantino	Alicante	IMED	9,481427397	5740,713698	23466,53281	29207,2465	OK
11/03/2025 15:00	Gijonés	Gijon	Covadonga	7,511236656	4755,618328	19529,21531	24284,83364	OK
11/03/2025 15:40	Gijonés	Gijon	Gijón Salud	9,99	5995	24725,25	30720,25	OK
11/03/2025 16:30	Gijonés	Gijon	Cabueñes	9,144071725	5572,035862	20802,76317	26374,79904	OK
11/03/2025 17:00	Gijonés	Gijon	Jovellanos	9,99	5995	24725,25	30720,25	OK
11/03/2025 17:40	Gijonés	Gijon	Begona	7,925549237	4962,774619	18228,76325	23191,53786	OK
26/03/2025 12:00	Chulapo	Madrid	Doce de Octubre	8,304229071	5152,114535	20552,96695	25705,08149	OK
26/03/2025 12:40	Chulapo	Madrid	Gregorio Marañón	9,99	5995	24725,25	30720,25	OK
26/03/2025 13:30	Chulapo	Madrid	Infanta Sofía	7,283955103	4641,977552	18027,78888	22669,76643	OK
26/03/2025 14:00	Chulapo	Madrid	San Carlos	9,284721983	5642,360991	22747,56886	28389,92985	OK
26/03/2025 14:40	Chulapo	Madrid	La Paz	8,486777098	5243,388549	21004,77332	26248,16187	OK
26/03/2025 11:00	Nen	Barcelona	Bellvitge	10,78541698	6392,70849	24536,82363	30929,53212	OK
26/03/2025 11:40	Nen	Barcelona	Clínic	7,742705682	4871,352841	20131,03477	25002,38761	OK
26/03/2025 12:20	Nen	Barcelona	Del Mar	8,33975889	5169,879445	20640,90325	25810,7827	OK
26/03/2025 13:00	Nen	Barcelona	Vall d'Hebron	8,356262831	5178,131415	21517,37679	26695,5082	OK
26/03/2025 13:40	Nen	Barcelona	Sant Joan de Déu	9,489909417	5744,954708	24436,51675	30181,47146	OK
26/03/2025 15:00	Manyo	Zaragoza	Quirón	7,012821328	4506,410664	17356,73279	21863,14345	OK
26/03/2025 15:40	Manyo	Zaragoza	Nuestra Señora	7,50319494	4751,59747	18570,40748	23322,00495	OK
